Gid,SE_T002_002,SE_T030_002,SE_T083_001,SE_T147_001
26163541200,4548.552,15.28,18020,27
48085030407,3314.179,0,75845,31
48085030406,3127.258,0,42233,19
48085030405,4649.52,0,34950,27
51001990100,0,0,0,0
08077001705,2189.579,0,17965,23
37045951100,1584.755,41.67,16921,21
36055013701,4179.045,5.79,24253,19
34013019200,12037.35,0,23120,31
36055013702,3523.471,0,29842,20
01097003608,1954.601,0,22257,24
12085001406,2590.239,0,37388,34
01097003605,889.8425,0,2347,13
51059430902,4689.274,1.75,39679,29
01097003607,6490.193,0,19535,25
01097003606,3253.501,0,30255,20
19153000803,4764.302,0,22933,21
01097003602,1288.031,0,10000,26
12057011509,792.2609,0,39372,35
36047025300,44986.63,0,31598,37
53077000100,2753.032,28.38,10699,17
22081960100,13.2914,4.17,29449,30
12099007713,650.0785,0,61938,28
01067030600,12.67243,0,19779,25
26139021801,2127.453,6.01,22674,20
36099950700,71.14171,22.03,32056,18
12057011504,212.9949,0,45051,34
12057011507,3237.306,0,41507,33
12057011506,1681.773,0,43073,32
08123001902,124.4278,0,20891,32
48113010904,1150.754,0,15509,29
08007940400,3.33242,39.13,30735,28
48121021900,1893.501,0,56035,35
17031842400,3991.709,0,22232,46
26125157500,3184.796,0,39496,28
48113010902,5705.379,22.84,14840,28
26125193700,2490.327,0,36331,30
48201311900,3062.62,0,13464,27
20085082700,173.6408,0,23698,19
42069101900,2858.503,0,20006,19
26099215500,1004.29,11.07,29743,29
10003002100,17031.82,0,12735,20
27013171000,78.06917,0.96,28981,22
48439113206,4068.715,18.23,22569,25
21097950500,234.774,11.15,22343,19
41051003000,7831.505,4.94,43282,23
13133950100,17.65981,0,19519,27
12103021900,3111.229,31.52,25051,22
08123002210,119.8101,21.74,41088,25
01089002600,2670.489,20.53,36684,17
06095252306,4725.078,7.69,37429,27
06095252305,284.4739,0,37999,29
09013526101,274.0051,5.34,44851,33
29095002000,2882.15,29.33,12322,24
28059041400,1448.859,0,27597,17
48113009610,10088.59,7.36,11079,24
48113009611,6881.074,0,22904,24
13077170403,289.87,0,45317,35
13077170402,607.4704,10.09,33232,31
12057013322,5465.895,0,26269,29
13067031004,4630.448,16.05,16290,29
13077170406,786.6866,2.27,33546,28
13077170405,976.3977,0,33776,29
13077170404,764.4127,6.44,37370,31
13089021504,3555.926,0,45701,23
08031008306,12060,13.21,14055,31
08031008304,11397.04,7.25,12705,25
08031008305,11410.02,5.02,14266,34
06071008403,2848.54,0,42256,22
06071008402,6603.15,0,28401,23
06071008401,3399.75,0,26783,20
21221980100,0.2050295,57.14,2381,0
06071008404,5159.275,5.59,17389,21
53033025701,3865.901,0,29120,29
01021060402,92.72294,2.17,16397,36
01021060401,162.1405,8.3,20709,34
34003052100,5188.237,0,37342,22
39049002740,4600.958,1.75,35713,18
06065041500,527.003,10.45,20029,38
24017850906,5146.997,4.69,29468,45
24017850905,5095.828,12.08,36766,44
24017850904,501.369,1.96,41935,50
01057020000,14.29176,0,20483,41
24017850902,2714.537,0,27616,36
24017850901,2537.009,20.28,24153,42
25025081300,23653.27,0,17680,35
06083000900,5134.623,0,31411,16
30053000400,7.134548,7.62,19926,22
48085030305,125.9303,0,41591,32
26163554600,3783.595,6.04,25163,26
36005023900,115085.1,3.94,12733,41
05079960600,41.70554,17.62,4923,24
54067950100,19.84617,0,19479,26
27107960200,5.878582,5.49,26002,23
44003980000,0,0,0,0
04013109702,11184.53,22.79,9224,28
24510130700,12077.02,0,39515,27
15003003604,29633.98,0,34052,20
15003003603,48219.05,0,24571,19
48347950301,42.75826,0,19391,23
15003003601,25358.36,0,32470,21
01005950600,51.01166,2.63,13709,18
27137011300,4.186613,0,28316,34
55079009300,11621.52,0,29417,23
09007542100,1925.406,5.49,32694,22
17095001300,389.8524,0,25393,19
72033020200,14049.1,0,7196,31
04013109701,18242.31,12.69,9275,31
22079013500,31.1635,4.83,19848,32
26157990000,0,0,0,0
06037294810,34873.8,12.03,10680,23
42011010905,4140.611,0,29197,18
42011010904,4865.75,10.91,37472,20
48179950800,1925.636,8.33,16062,25
42049002300,8914.484,3.93,19802,14
33011014202,1181.997,0,36977,26
17113000104,1870.215,3.25,23333,18
42011010903,1739.203,0,35757,19
17031291600,12553.81,14.89,19650,30
48201452801,8946.343,3.17,18227,31
42003010300,19411,2.25,7810,15
48201452802,12655.16,12.57,13981,31
08075966300,301.8979,8.37,21830,16
39113000600,4446.305,0,27457,22
38035010803,5856.361,0,27228,13
38035010801,1882.637,0,34257,13
16063950100,4.404844,0.97,18239,30
25017316102,1815.455,5.82,43144,26
01073014412,2527.362,0,32696,22
53063013500,146.3778,0,39129,20
06047000802,4721.908,0,25498,24
17031829500,2090.146,24.24,17094,24
06037238320,22859.07,5.21,9474,34
34017019800,3861.034,0,43359,30
42087961000,1905.109,0,22147,21
36085007000,8771.723,1.22,23588,40
39123050600,1730.634,0,20258,19
12011042900,9018.739,0,15307,26
36047010200,89889.32,15.63,15327,45
48085032008,2658.801,0,34331,27
26163584800,5826.166,13.54,9319,22
39017013000,2499.675,0,17525,24
15003008412,24353.92,0,31586,38
19181020100,324.0923,0,33806,19
56009956400,113.3528,3.06,32743,22
26163514500,5671.982,0,9471,30
22047953200,158.6662,12.4,21896,29
12085001601,788.5987,0,49818,30
51710006607,4026.641,0,26562,21
51710006606,5049.668,0,31085,24
06037570601,19191.39,8.27,16197,29
06081606900,1917.344,0.91,71251,28
51710006603,4225.924,3.51,26215,22
51710006602,4556.152,2.94,30333,23
51710006601,2382.058,0,24630,20
17097861607,2552.919,0,30624,29
39049009740,983.0762,0.14,35131,25
13121011503,904.6198,0,59500,30
36081112900,14592.8,0,42223,40
13121011505,2825.37,2.6,63701,28
12086012900,6153.953,2.69,16513,24
18037953800,839.9764,0,20529,17
22071006900,2448.837,0,7690,22
06037294520,20309.94,0,15620,25
17031770602,2479.078,12.27,23656,25
09001061600,2549.654,0,65774,32
36007013000,1162.758,0,35701,16
29167960300,60.06789,10.41,20581,23
17031840000,12283.69,0,31666,25
21211040200,92.94465,0,32535,25
06059087101,9545.159,0,25095,31
06059087103,10121.49,3.64,23544,26
06059087102,10859.18,4.38,18856,30
06059087105,6122.251,0,23357,24
20035493900,46.97933,0,30458,21
06059087106,14322.47,0,18382,28
06113010902,8370.714,0,17783,19
06113010901,7507.266,9.69,19988,21
45019005300,7864.69,25,15262,22
29095017800,6436.482,0,21954,17
36081028800,17123.83,0,22602,49
17161021600,5518.142,0,24757,17
42095016500,333.668,0.69,33600,24
72079991100,0,0,0,0
01089001200,2961.271,12.06,8487,16
17031681000,12333.33,0,16192,36
12101032113,4134.572,0,30957,36
27141030404,143.3164,0,32015,30
12091022400,2803.806,0,41544,16
32031001015,2241.977,0,54413,15
32031001010,1322.221,0,43549,23
25005611202,1034.194,0,38941,32
25005611201,452.3524,0,34257,33
32031001013,422.5626,9.05,65991,23
36061000800,109122.9,0,18667,34
26005032600,1492.155,0,28981,18
37159051600,754.3564,29.27,21111,23
17089854800,1289.434,0,47690,31
45045000100,3699.077,26.83,22445,17
05035030702,61.69255,0.74,12472,14
05035030703,127.8286,39.35,16367,24
45063021307,136.4914,2.7,19438,31
05035030701,8.965371,0,16661,28
45063021303,204.8905,0,44515,37
42091204300,3579.768,0,63679,28
17031171100,14957.18,10.64,28763,36
19059450200,11.76542,0,35881,20
37023021400,704.2618,23.88,16883,17
42003050900,7821.868,21.74,9552,27
26099254500,4163.193,7.22,29267,26
12109020706,1648.439,1.26,54146,20
27121970300,7.170786,1.72,34793,22
27053026613,1642.261,0,60561,25
27053026612,2867.891,0,49391,26
27053026611,3437.157,14.18,49278,22
12017450202,2727.375,31.8,14906,22
29127960400,534.6974,0,21497,17
42043021100,1070.657,0,18756,24
37111970700,60.19783,10.1,22141,24
13031110700,91.69594,1,25243,23
06001420400,7712.95,11.29,20108,30
09003480300,2118.394,0,27170,22
06037576601,26661.25,0,43409,41
18089020100,8766.349,7.56,24926,27
06037576602,21530.21,0,45559,36
42097080300,2026.907,4.05,21739,21
34017012600,20480.54,0,22044,26
39089750700,3273.438,15.89,18978,21
17031030300,26167.74,20.66,25139,34
33017080500,197.154,8.63,43269,28
48061980001,0,0,0,0
12055960501,190.3549,0,17114,17
22051025202,9231.357,0,21448,27
12091020800,15.00148,0,25156,16
06019001900,109.8782,1.43,19315,21
22039950300,37.44895,16.94,22014,29
47157011020,681.4314,11.39,19092,24
37057061400,1392.723,12.9,8876,21
34033021900,2520.783,3.14,24553,17
13077170304,620.2352,0,32948,32
31109003103,3506.357,3.17,14810,20
31109003102,1767.633,6.64,31001,20
01073003900,1678.534,25,12998,23
31109003104,4130.524,24.51,19421,19
13051011300,10660.22,0,22759,20
36081116100,70390.92,0,21000,43
36067005700,3680.905,0,22395,19
39025040500,2076.292,0,25555,20
72013300200,540.2127,0.44,10202,32
01073012103,346.4768,0,23910,27
04013116719,5062.244,0,43995,23
72047530400,1143.46,0,8010,37
17031381500,7101.93,0,19279,40
01073012104,134.2679,11.54,22792,31
40017300700,38.81148,8.86,24069,23
01089000902,2279.442,0,30882,19
42101013100,13747.67,20.24,21424,26
13063040514,4079.702,13.37,18332,37
49021110100,4.621767,8.66,19517,17
06001438400,3769.982,0,27087,30
08059011602,6147.893,2.26,19220,24
08059011601,5850.217,3.65,19909,27
39145003700,6516.11,3.27,15691,15
20067963600,2.711233,60,30110,14
13063040512,3265.519,6.23,18866,33
48029191102,2958.039,0,38732,22
51059491201,7588.695,4.85,40027,37
47157022700,2117.926,8.37,13177,26
51059491202,5569.852,0,40728,28
13063040510,2902.553,0,18063,34
36081053500,7239.411,0,19766,42
19187000900,286.0789,0,14803,14
37119000500,6266.656,0,49081,18
04019004043,4089.433,0,35148,28
01093964700,94.44698,0,25699,24
36047120800,47465.3,8.79,17595,46
39023003200,70.06235,0,34636,24
20191962300,5.848486,0,31268,24
42101028400,24790.81,1.47,14098,33
34023007912,2682.03,0,47852,45
21013960100,28.1715,0,10503,25
48453001705,2376.098,0,65325,20
45035010820,2792.543,0,32260,25
48453001707,4600.36,0,40606,21
48453001706,3625.22,17.12,53484,22
31163970100,5.461018,0,26348,24
27089080100,3.029001,3.54,28068,25
36081065501,0,0,0,0
37179020100,77.03179,0,25243,28
01073005500,677.4896,30.15,11075,22
42101015700,14352.28,7.24,17992,30
06071002402,5418.224,1.68,13690,27
06037301802,20156.43,0,25403,29
06037301801,16641.04,0,27848,26
06037401902,5753.118,25,56699,26
06037401901,6094.546,0,8280,13
36065023300,3935.375,0,26315,18
26125168400,1431.903,0,63130,26
06081610700,11823.45,0,42492,25
19103000100,897.184,2.8,38665,15
36017970700,33.3153,12.5,22803,28
48029130402,4328.221,9.86,9311,21
16069960600,1891.261,5.74,23283,13
48029130401,6856.102,22.9,12133,25
51107610701,868.1221,0,44510,41
47099960700,64.93188,0,20239,25
51107610703,149.432,1.2,65881,37
51107610702,1468.692,2.68,37713,30
04001942700,4.038855,4.29,11749,43
06103000100,3.877813,0,24689,30
25025090600,22159.54,0,18471,32
48201423201,4399.047,0.47,22452,26
41035971700,2662.196,0,20374,12
36059412800,5429.61,0,43807,34
27003050109,208.1119,4.08,32002,36
06029005404,1676.62,0,26851,17
06029005403,2191.836,7.66,25404,15
06029005402,2457.822,0,32657,14
06029005401,3218.32,3.26,32322,12
09009151100,3088.987,0.87,44683,26
53033005801,7257.828,9.49,46606,25
53033005802,4729.959,0,48219,25
22097960700,88.37089,0,18182,31
17137952200,20.72065,0,31085,23
01089010901,446.41,0,57911,23
12086001501,17753.55,10.85,7650,39
17031340400,18984.47,0,14956,28
22057020100,4172.959,0,23637,25
26121002200,3711.046,0,21128,19
06075012602,11927.62,0,98244,32
17043845803,566.6183,0,26925,30
28089030600,635.2529,3.06,16146,19
17043845805,2043.637,0,36244,28
19149970500,12.44683,19.72,29631,21
17043845807,2698.583,0,45080,33
17043845809,2872.248,0,43640,31
39035160400,7371.96,4.5,30899,23
24031704805,17515.71,0,87009,30
40143002301,2476.501,23.68,17900,15
32031003308,296.1725,0,64825,34
32031003309,137.8184,0,69670,18
72079850101,109.9007,0,6185,25
32031003306,3110.873,0,38475,18
08005085600,6633.974,0,42010,28
32031003305,2332.416,0,34549,17
41043030402,158.1801,10.34,19378,28
34005704014,2256.831,0,48590,31
20209042501,0,0,0,0
41043030401,201.1687,21.58,16651,27
34005704011,341.1321,0,51975,35
48201542600,3153.135,0,31001,39
34005704013,3846.891,0,43572,31
34005704012,1504.429,0,49672,29
06095252703,7894.882,0,25243,35
55019950200,37.45895,49.79,21119,19
36047043900,51423.44,0,21748,35
54011001600,5186.288,10.11,11541,19
06067007432,12366.24,2.36,23151,29
41029001800,1907.205,0,30601,18
10005051103,238.9512,0,67694,25
72023830604,396.2615,16.03,13670,27
06001435300,8977.243,0,31137,34
06037199400,16951.65,10.6,17958,29
05109953400,9.782092,0,22303,31
06073019403,4519.705,0,25364,24
72023830603,283.1804,6.87,7966,25
23005002800,1690.726,10.24,23807,24
42043025300,161.4912,0,29005,28
17147954700,27.8096,7.78,29254,24
21099970500,48.92705,0,19333,24
47037011400,4566.695,9.18,22623,23
36067016300,997.9587,0,37285,20
38015010300,6820.891,0,35040,13
24033806400,4626.006,11.54,55238,33
37049960403,1410.895,5.78,40211,15
37049960402,1050.586,0,26023,20
37049960401,238.7794,2.92,35981,24
45013010200,804.5757,0,60958,17
04009961100,8.312951,8.33,20051,29
09003504200,11249.71,1.27,19651,20
39015951700,94.01151,0,19267,28
26163503600,5916.752,0,14582,24
34013007400,3749.26,33.57,11360,32
12111382010,1216.675,16.09,20708,20
28133950402,1294.115,6.64,13492,16
28133950401,1052.846,0,24306,17
17037000100,170.3026,12.83,26910,37
06059032032,4327.025,0,41576,25
04005002300,1.182921,10.16,26221,18
08031005200,4305.36,0,35940,22
36005016400,16146.31,0,37299,36
12105014400,271.6706,15.64,26785,25
36119002401,11827.99,0,43219,32
36119002403,15856.57,0.62,36088,32
36119002402,35307.1,0,42481,34
36119002405,13901.5,21.97,36652,37
36119002404,8115.868,0,31201,34
02261000300,1.039156,0.81,36250,10
26163576700,4825.874,0,35916,21
29093950100,11.88983,3.6,22035,26
13135050434,9121.408,12.03,14333,30
13135050435,2131.809,0,20114,29
13135050436,3505.458,11.34,19147,36
13135050430,2225.77,0,30284,30
55079120502,3336.84,0,32928,24
13135050432,2781.33,0,24411,31
06059063007,3659.31,0,91367,26
48201241103,3974.288,0,18817,33
51089010300,152.4718,0,23116,17
46099010200,13.70872,14.93,33538,27
53053071209,4643.668,0,33536,32
37081015707,3517.862,2.33,34659,23
37081015706,1190.172,24.28,61140,23
37081015705,2061.061,0,24994,16
37081015704,1489.265,4.67,47693,19
48037011401,93.04204,6.31,22071,22
20049965100,4.089936,0,22040,26
48037011402,39.1632,0,20965,20
37197050102,87.84549,0,24122,27
36093020300,8176.745,0,16073,16
37197050101,104.1183,13.78,21310,33
29013070400,12.19931,9.91,22879,28
09001050200,2203.799,0,81417,45
04013610500,524.0375,0,38493,31
06071000109,5404.867,0,32841,45
09009154500,7986.844,3.9,26346,21
40091779600,32.16599,0,25764,26
02090000600,2506.972,0,32958,18
09009351300,6785.875,2.34,22195,23
09001060900,4402.271,0,60306,38
06025010600,1930.526,0,24766,18
48201331200,2147.293,0,16522,24
26081010101,104.2539,0.51,22485,34
39061007700,3351.299,0,9479,31
36047060000,37485.38,7.8,29591,46
36091061302,842.9513,0,40223,23
18149953800,68.6846,0,19678,36
13089021705,2412.592,0,25966,25
26081010102,205.6133,13.53,26653,37
42051262100,2615.102,26.45,21968,29
25025091200,25186.62,0,31018,30
41051006601,4110.101,0,47641,25
41051006602,5655.011,0,35897,21
53033026100,4511.274,0,28568,32
48145000300,1423.172,13.89,13902,23
42003240600,4695.985,0,36026,24
06073009107,14780.96,0,31627,19
18087970200,223.0588,22.61,21485,22
51083930301,21.24641,0,18115,27
13139001301,511.4054,4.65,26068,24
39049009230,6873.188,2.12,17053,21
36081051200,19642.32,0,27021,53
41059950700,1213.904,0,22405,16
24017850706,1996.756,0,39318,46
48201233400,2796.83,17,13171,24
17031803500,5346.336,0,41823,31
06019006900,152.3554,0,12867,24
26109990000,0,0,0,0
24017850708,2357.457,0,43393,42
26075006803,111.1253,0,27287,37
12129010203,86.33809,0.29,26393,32
26075006801,59.59135,0,30653,30
01117030800,83.88435,3.8,26840,34
42051263200,187.7467,6.9,21525,28
51059450200,8233.376,15.06,32463,32
26075006804,125.6877,4.88,28112,31
51041100815,1835.983,0,29386,26
09009352100,5272.745,0,24637,26
26093710300,321.1375,3.82,31050,34
55059001200,5867.1,0,17034,25
36047080800,10630.8,41.18,7145,48
34007603001,6367.872,5.69,31349,27
42045408500,5819.269,0,43438,27
34035052800,452.3557,18.26,79035,30
28033070610,1661.748,0,17844,20
34031183102,11869.23,0,18635,24
39003013900,125.2313,0,26842,22
12061050808,838.1824,0,24470,28
48143950300,32.30096,0,16885,19
18095000900,4487.815,6.85,12460,22
12061050804,217.2325,0,30167,22
12061050805,968.6434,0,20297,25
12061050806,1536.92,0,27471,33
12061050807,1869.608,0,21532,30
06037620400,5248.614,0,60295,27
12061050802,1607.295,6.93,27617,27
21147960400,74.24995,17.58,11175,27
37119006010,1579.842,7.3,18688,23
06037552302,10537.7,0,26175,36
06037552301,10273.4,0,23636,29
26119910500,75.0687,0,22333,21
36063022601,689.8777,0,21135,21
27145000801,4152.965,0,24434,17
26099214000,232.1783,0,29986,30
05119004900,2205.785,0,52005,16
39017012500,2761.791,0,33523,21
20161000900,46.48509,2.01,28205,18
06073009103,5159.606,15.15,43247,24
21037053100,513.2968,0,30114,21
25009214100,541.4681,0,52686,31
15001020400,3853.31,0,17928,17
19045000300,5203.5,0,17792,15
40027202403,107.1745,3.23,41857,27
45051070200,1235.796,0,25428,24
08005005630,5432.86,0,48499,24
21019030400,1304.58,16.45,16652,18
08005005632,3864.971,0,45767,23
08005005633,4119.579,9.52,56732,23
08005005634,1990.259,0,48796,25
08005005635,4845.446,0,42655,24
08005005636,952.4767,0,121577,20
36047013000,76380.34,14.86,29236,45
06037531301,17391.66,0,11878,24
39093023700,4550.312,0,15726,23
32019960900,18.93534,5.81,20836,21
06037531302,20658.34,4.81,12849,26
45091061104,834.2667,4.1,34089,32
29019001001,1740.147,0,25618,12
12009062301,3932.281,6.25,18588,20
12009062302,2986.123,0,15593,19
29019001002,746.152,6.13,34143,15
12089050503,74.62496,2.57,21245,33
30015010300,1.344096,7.41,20475,18
48389950200,1898.252,0,17313,18
51710003000,5225.892,0,31797,19
13089021808,4238.984,0,30665,26
34029731101,2690.203,0,27127,40
16001001400,4612.163,12.94,21774,15
34029731103,878.9784,0,30928,37
34029731102,1783.314,12.56,33149,33
08069001804,3456.069,0,29842,24
55079003000,8821.586,10.33,17615,22
06019004504,5184.279,0.47,16247,21
06019004505,5095.517,0,18319,22
06019004506,3197.12,3.87,41364,17
39041011423,1189.856,2.57,58942,29
06019004503,4875.235,0,32706,18
39049010200,1732,0,25296,24
28129950200,33.37767,0,23299,31
34003023200,13118.2,0,36148,33
48055960600,10.39691,0,35744,36
39017014900,958.387,0,29748,27
17031351400,14270.81,0,11113,37
17043842710,2715.62,0,37870,28
17043842711,1422.198,0,55386,28
32003003219,6419.965,0,32851,24
12089050504,36.02643,0,24662,36
13045910103,224.7979,4.76,25956,30
72063210300,9326.156,10.14,7827,29
13045910101,976.2643,0,18492,31
39061004605,1442.878,0,32338,20
06075021800,21259.63,31.46,79679,35
12086001101,9432.544,3.11,17253,31
36009961200,85.96254,0,28638,16
04012980000,0,0,0,0
12001001702,1805.135,0,40596,17
12001001701,1997.194,0,24427,28
17031817300,8878.252,0,13184,33
27137010200,86.81213,0,33034,19
34025803600,5986.264,7.41,54287,32
53025010600,2267.747,0,15064,14
31047968500,1363.388,14.45,21170,12
47157022210,603.5084,10.74,14130,27
32003003218,3515.001,0,62372,24
27057070400,39.33941,8.59,26941,25
06065030400,5951.009,19.28,14972,30
12011060305,9144.611,0,20292,29
12011060304,12474.04,8.82,13815,28
12011060306,4984.897,20.75,24142,32
12009062900,1345.274,0,22500,18
48029191809,2419.236,0,43451,34
12011060303,16500.43,29.81,11653,29
12011060302,17823.13,7.62,11527,31
06073004000,15713.69,6.65,12021,30
19073080200,20.93291,0,24930,16
